2|IAmMurloc|4|0|0|basic|Summon three, four, or five 1/1 Murlocs.
1|IllidanStormrage|6|7|5|legendary|Whenever you play a card, summon a 2/1 Flame of Azzinoth.
1|Imp|1|1|1|rare|
1|ImpMaster|3|1|5|rare|At the end of your turn, deal 1 damage to this minion and summon a 1/1 Imp.
1|InjuredBlademaster|3|4|7|rare|Battlecry: Deal 4 damage to HIMSELF.
1|IronbeakOwl|2|2|1|common|Battlecry: Silence a minion.
1|IronforgeRifleman|3|2|2|common|Battlecry: Deal 1 damage.
1|IronfurGrizzly|3|3|3|common|Taunt
1|JunglePanther|3|4|2|common|Stealth
1|KingMukla|3|5|5|legendary|Battlecry: Give your opponent two Bananas.
1|KnifeJuggler|2|3|2|rare|When you play a minion, deal 1 damage to a random enemy.
1|KoboldGeomancer|2|2|2|common|Spell Power +1
1|LaughingSister|3|3|5|basic|Can't be targeted by Spells or Hero Powers.
1|LeeroyJenkins|4|6|2|legendary|Charge Battlecry: Summon two 1/1 Whelps for your opponent.
2|LegacyoftheEmperor|3|0|0|common|Give your minions +2/+2. (+2 Attack/+2 Health)
1|LeperGnome|1|2|1|common|Deathrattle: Deal 2 damage to the enemy hero.
1|Lightwarden|1|1|2|rare|Whenever a character is healed, gain +2 Attack.
1|LootHoarder|2|2|1|common|Deathrattle: Draw a card.
1|LordoftheArena|6|6|5|common|Taunt
1|LorewalkerCho|2|0|4|legendary|Whenever a player casts a spell, put a copy into the other player's hand.
1|MadBomber|2|3|2|common|Battlecry: Deal 3 damage randomly split between all other characters.
1|MagmaRager|3|5|1|basic|
1|Malygos|9|4|12|legendary|Spell Power +5
1|ManaAddict|2|1|3|rare|Whenever you cast a spell, gain +2 Attack this turn.
1|ManaWraith|2|2|2|rare|ALL minions costs (1) more.
1|MassiveGnoll|4|5|2|common|
1|MasterSwordsmith|2|1|3|rare|At the end of your turn, give another random friendly Minion +1 Attack.
1|MechanicalDragonling|1|2|1|common|
2|Metamorphosis|6|0|0|common|Do something crazy.
1|MillhouseManastorm|2|4|4|legendary|Battlecry: Enemy spells cost 0 next turn
1|MindControlTech|3|3|3|rare|Battlecry: If your opponent has 4 or more minions, take control of one at random.
1|MogushanWarden|4|1|7|common|Taunt
1|MoltenGiant|20|8|8|epic|Costs (1) less for each damage your hero has taken.
1|MountainGiant|12|8|8|epic|Costs (1) less for each other card in your hand.
1|MuklasBigBrother|6|10|10|common|So strong! And only 6 Mana?!
1|MurlocRaider|1|2|1|basic|
1|MurlocScout|0|1|1|common|
1|MurlocTidecaller|1|1|2|rare|Whenever a Murloc is summoned, gain +1 Attack.
1|MurlocTidehunter|2|2|1|common|Battlecry: Summon a 1/1 Murloc Scout.
1|MurlocWarleader|3|3|3|epic|ALL other Murlocs have +2/+1.
1|NagaMyrmidon|1|1|1|common|
1|NatPagle|2|0|4|legendary|At the end of your turn, you have 50% chance to draw a card.
1|Nightblade|5|4|4|basic|Battlecry: Deal 3 damage to the enemy hero.
2|Nightmare|0|0|0|basic|Give a minion +5/+5. At the start of your next turn, destroy it.
1|NoviceEngineer|2|1|1|basic|Battlecry: Draw a card.
1|Nozdormu|9|8|8|legendary|Players only have 15 seconds to take their turns.
1|OasisSnapjaw|4|2|7|basic|
1|OgreMagi|4|4|4|common|Spell Power +1
1|OldMurkEye|4|2|4|legendary|Charge. Has +1 Attack for each other Murloc on the battlefield.
1|Onyxia|9|8|8|legendary|Battlecry: Summon 1/1 Whelps until your side of the battlefield is full.
1|PandarenScout|1|1|1|common|
1|PintSizedSummoner|2|2|2|rare|The first minion you play each turn costs (1) less.
1|Poultryizer|1|0|3|common|At the start of your turn, transform a random minion into a 1/1 Chicken.
2|PoweroftheHorde|4|0|0|basic|Summon a random Horde Warrior
1|PriestessofElune|6|5|4|common|Battlecry: Restore 4 Health to your hero.
1|QuestingAdventurer|3|2|2|rare|Whenever you play a card, gain +1/+1.
1|RagingWorgen|3|3|3|common|Enrage: Windfury and +1 Attack
1|RagnarostheFirelord|8|8|8|legendary|Can't Attack. At the end of your turn, deal 8 damage to a random enemy.
1|RaidLeader|3|2|2|basic|You other minions have +1 Attack.
1|RavenholdtAssassin|7|7|5|rare|Stealth
1|RazorfenHunter|3|2|3|common|Battlecry: Summon a 1/1 Boar.
1|RecklessRocketeer|6|5|2|basic|Charge
1|RepairBot|1|0|3|common|At the end of your turn, restore 6 Health to a damaged character.
1|RiverCrocolisk|2|2|3|basic|
1|RiverpawGnoll|1|2|1|common|
2|RoguesDoIt...|4|0|0|basic|Deal 4 damage. Draw a card.
1|ScarletCrusader|3|3|1|common|Divine Shield
1|SeaGiant|10|8|8|epic|Costs (1) less for each other minion on the battlefield.
1|Secretkeeper|1|1|1|rare|Whenever a Secret is played, gain +1/+1.
1|SenjinShieldmasta|4|3|5|basic|Taunt
1|ShadoPanMonk|2|2|2|common|
1|ShatteredSunCleric|3|3|2|common|Battlecry: Give a friendly minion +1/+1.
1|Sheep|0|1|1|common|
1|Shieldbearer|1|0|4|common|Taunt.
1|SilverHandKnight|5|4|4|common|Battlecry: Summon a 2/2 Squire.
1|SilverbackPatriarch|3|1|4|common|Taunt
1|SilvermoonGuardian|4|3|3|common|Divine Shield
1|Skeleton|1|1|1|common|
1|SouthseaCaptain|3|3|3|epic|Your other Pirates have +1/+1.
1|SouthseaDeckhand|1|2|1|common|Has Charge while you have a weapon equipped.
1|Spellbreaker|4|4|3|common|Battlecry: Silence a minion.
1|SpitefulSmith|5|4|6|common|Enrage: Your weapon has +2 Attack.
1|Squirrel|1|1|1|common|
1|StampedingKodo|5|3|5|rare|Battlecry: Destroy a random enemy minion with 2 or less Attack.
2|Stomp|2|0|0|common|Deal 2 damage to all enemies.
1|StonetuskBoar|1|1|1|basic|Charge
1|StormpikeCommando|5|4|2|common|Battlecry: Deal 2 damage.
1|StormwindChampion|7|6|6|common|Your other minions have +1/+1.
1|StormwindKnight|4|2|5|common|Charge
1|StranglethornTiger|5|5|5|common|Stealth
1|SunfuryProtector|2|2|3|rare|Battlecry: adjacent minions gain Taunt.
1|Sunwalker|6|4|5|rare|Taunt. Divine Shield
1|SylvanasWindrunner|6|5|5|legendary|Deathrattle: Take control of a random enemy minion.
1|TaurenWarrior|3|2|3|common|Taunt. Enrage: +3 Attack
1|TheBeast|6|9|7|legendary|Deathrattle: Summon a 3/3 Finkle Einhorm for your opponent.
1|TheBlackKnight|6|4|5|legendary|Battlecry: Destroy a minion with Taunt.
2|TheCoin|0|0|0|basic|Gain 1 Mana Crystal this turn only.
1|ThrallmarFarseer|3|2|3|common|Windfury
1|TinkmasterOverspark|3|2|2|legendary|Battlecry: Transform a minion into a 5/5 Devilsaur or a 1/1 Squirrel at random.
2|Transcendence|1|0|0|common|Until you kill Cho's minions, he can't be attacked.
1|TundraRhino|5|2|5|common|Your Beasts have Charge
1|TwilightDrake|4|4|1|rare|Battlecry: Gain +1 health for each card in your hand.
1|VentureCoMercenary|5|7|6|common|Your minions cost (3) more.
1|VioletApprentice|0|1|1|common|
1|VioletTeacher|4|3|5|rare|Whenever you cast a spell, summon a 1/1 Violet Apprentice.
1|VoodooDoctor|1|2|1|basic|Battlecry: Restore 2 Health.
1|WarGolem|7|7|7|common|
3|WarglaiveofAzzinoth|2|2|2|common|
1|Whelp|0|1|1|common|
1|WildPyromancer|2|3|2|rare|After you cast a spell, deal 1 damage to ALL minions.
2|WillofMukla|3|0|0|common|Restore 8 Health.
1|WindfuryHarpy|6|4|5|common|Windfury
1|Wisp|0|1|1|common|
1|Wolfrider|3|3|1|basic|Charge
1|WorgenInfiltrator|1|2|1|common|Stealth
1|YoungDragonhawk|1|1|1|common|Windfury
1|YoungPriestess|1|2|1|rare|At the end of your turn, give another random friendly minion +1 Health.
1|YouthfulBrewmaster|2|3|2|common|Battlecry: Return a friendly minion from the battlefield to your hand.
1|Ysera|9|4|12|legendary|At the end of your turn, draw a Dream Card.
2|YseraAwakens|2|0|0|basic|Deal 5 damage to all characters except Ysera.
